Month,Year,Waist,Hips,Height,Weight,BMI,Waist/Hip
June,1978,22.0,34.0,61.0,103.0,19.46,0.65
July,1978,22.0,32.0,66.0,95.0,15.33,0.69
August,1978,24.0,36.0,67.0,117.0,18.32,0.67
September,1978,23.0,34.0,62.0,101.0,18.47,0.68
October,1978,23.0,35.0,68.0,117.0,17.79,0.66
November,1978,26.0,36.0,67.0,117.0,18.32,0.72
December,1978,24.0,36.0,67.5,118.0,18.21,0.67
January,1979,24.0,34.0,67.0,110.0,17.23,0.71
February,1979,23.0,35.0,64.0,107.0,18.36,0.66
March,1979,24.0,33.0,63.0,104.0,18.42,0.73
April,1979,22.0,32.0,64.0,95.0,16.3,0.69
May,1979,24.0,34.0,65.0,108.0,17.97,0.71
June,1979,23.0,34.0,64.5,110.0,18.59,0.68
July,1979,24.5,34.0,67.0,118.0,18.48,0.72
August,1979,24.0,36.0,69.0,123.0,18.16,0.67
September,1979,22.0,34.0,67.0,105.0,16.44,0.65
October,1979,23.0,33.0,66.0,103.0,16.62,0.7
November,1979,23.0,34.0,67.0,110.0,17.23,0.68
December,1979,23.0,34.0,67.0,110.0,17.23,0.68
January,1980,24.0,36.0,68.0,115.0,17.48,0.67
February,1980,25.0,35.5,65.5,118.0,19.34,0.7
March,1980,25.0,36.0,68.5,125.0,18.73,0.69
April,1980,24.0,33.5,65.0,110.0,18.3,0.72
May,1980,24.0,35.0,69.0,130.0,19.2,0.69
June,1980,26.0,35.0,62.0,105.0,19.2,0.74
July,1980,22.0,34.0,67.0,104.0,16.29,0.65
August,1980,25.0,35.0,68.0,119.0,18.09,0.71
September,1980,22.0,34.0,67.0,115.0,18.01,0.65
October,1980,24.0,35.0,66.0,105.0,16.95,0.69
November,1980,23.0,33.0,67.0,105.0,16.44,0.7
December,1980,24.0,36.0,69.0,120.0,17.72,0.67
January,1981,26.0,37.0,65.0,123.0,20.47,0.7
February,1981,23.0,34.0,68.0,120.0,18.24,0.68
March,1981,24.0,36.0,68.0,124.0,18.85,0.67
April,1981,22.0,34.0,63.0,103.0,18.24,0.65
May,1981,24.0,36.0,65.0,105.0,17.47,0.67
June,1981,26.0,37.0,68.0,127.0,19.31,0.7
July,1981,24.0,34.0,67.5,120.0,18.52,0.71
August,1981,23.0,34.0,64.0,107.0,18.36,0.68
September,1981,24.0,36.0,68.0,120.0,18.24,0.67
October,1981,24.0,36.0,67.0,119.0,18.64,0.67
November,1981,25.0,36.0,70.0,128.0,18.36,0.69
December,1981,25.0,36.0,63.0,115.0,20.37,0.69
January,1982,22.0,34.0,63.0,101.0,17.89,0.65
February,1982,23.0,34.0,68.0,112.0,17.03,0.68
March,1982,23.0,33.0,66.0,106.0,17.11,0.7
April,1982,23.0,34.0,60.5,98.0,18.82,0.68
May,1982,20.0,34.0,65.0,105.0,17.47,0.59
June,1982,22.0,33.0,63.0,102.0,18.07,0.67
July,1982,22.0,36.0,66.0,115.0,18.56,0.61
August,1982,22.0,34.0,64.0,102.0,17.51,0.65
September,1982,22.0,35.0,67.0,115.0,18.01,0.63
October,1982,21.0,32.0,68.0,105.0,15.96,0.66
November,1982,24.0,34.0,69.0,125.0,18.46,0.71
December,1982,23.0,34.0,69.0,116.0,17.13,0.68
January,1983,22.0,35.0,67.0,118.0,18.48,0.63
February,1983,23.0,34.0,64.0,101.0,17.33,0.68
March,1983,22.0,32.0,62.0,103.0,18.84,0.69
April,1983,22.0,33.0,64.0,105.0,18.02,0.67
May,1983,23.0,34.0,65.0,108.0,17.97,0.68
June,1983,24.0,37.0,68.0,126.0,19.16,0.65
July,1983,22.0,34.0,65.0,108.0,17.97,0.65
August,1983,24.0,34.0,63.0,100.0,17.71,0.71
September,1983,23.0,34.0,65.0,105.0,17.47,0.68
October,1983,24.0,35.0,68.0,118.0,17.94,0.69
November,1983,22.0,34.0,68.0,112.0,17.03,0.65
December,1983,23.0,33.0,66.0,100.0,16.14,0.7
January,1984,22.0,34.0,68.0,115.0,17.48,0.65
February,1984,25.0,35.0,69.0,120.0,17.72,0.71
March,1984,24.0,35.0,67.0,118.0,18.48,0.69
April,1984,22.0,32.0,65.0,108.0,17.97,0.69
May,1984,23.0,32.0,65.0,107.0,17.8,0.72
June,1984,22.0,34.0,67.0,110.0,17.23,0.65
July,1984,23.0,34.0,67.0,116.0,18.17,0.68
August,1984,24.0,36.0,68.5,115.0,17.23,0.67
September,1984,25.0,35.0,63.0,105.0,18.6,0.71
October,1984,21.0,34.0,65.0,102.0,16.97,0.62
November,1984,25.0,36.0,68.0,125.0,19.0,0.69
December,1984,23.0,35.0,67.0,118.0,18.48,0.66
January,1985,24.0,35.0,68.0,118.0,17.94,0.69
February,1985,23.0,34.0,69.0,117.0,17.28,0.68
March,1985,24.0,35.0,67.0,105.0,16.44,0.69
April,1985,23.0,34.0,67.0,114.0,17.85,0.68
May,1985,24.0,35.0,69.0,122.0,18.01,0.69
June,1985,22.0,34.0,67.0,110.0,17.23,0.65
July,1985,22.0,32.0,67.0,112.0,17.54,0.69
August,1985,24.0,35.0,67.0,123.0,19.26,0.69
September,1985,24.0,34.0,65.0,105.0,17.47,0.71
October,1985,25.0,36.0,68.5,125.0,18.73,0.69
November,1985,23.43317230273752,34.69870759289176,65.0,110.0,18.3,0.6779159935379645
December,1985,23.5,35.0,67.0,118.0,18.48,0.67
January,1986,22.0,34.0,65.0,104.0,17.3,0.65
February,1986,24.0,35.0,67.0,115.0,18.01,0.69
March,1986,23.0,35.0,66.0,118.0,19.04,0.66
April,1986,21.0,34.0,67.0,108.0,16.91,0.62
May,1986,24.0,34.0,66.0,107.0,17.27,0.71
June,1986,24.0,34.0,65.0,105.0,17.47,0.71
July,1986,24.0,35.0,66.5,110.0,17.49,0.69
August,1986,24.0,34.0,67.0,114.0,17.85,0.71
September,1986,23.0,32.0,67.0,110.0,17.23,0.72
October,1986,23.0,34.0,66.0,107.0,17.27,0.68
November,1986,23.0,35.0,70.0,127.0,18.22,0.66
December,1986,21.0,33.0,67.0,103.0,16.13,0.64
January,1987,23.0,34.0,65.0,105.0,17.47,0.68
February,1987,24.0,36.0,68.0,130.0,19.76,0.67
March,1987,23.0,35.0,67.0,114.93606557377048,18.232168284789644,0.66
April,1987,23.0,34.0,61.0,98.0,18.51,0.68
May,1987,24.0,35.0,68.0,120.0,18.24,0.69
June,1987,21.0,33.0,67.0,107.0,16.76,0.64
July,1987,23.0,35.0,67.0,115.0,18.01,0.66
August,1987,22.0,34.0,62.0,100.0,18.29,0.65
September,1987,24.0,36.0,67.0,118.0,18.48,0.67
October,1987,24.0,35.0,65.0,105.0,17.47,0.69
November,1987,23.0,33.5,65.0,105.0,17.47,0.69
December,1987,24.0,34.0,71.0,127.0,17.71,0.71
January,1988,24.0,36.0,69.0,122.0,18.01,0.67
February,1988,22.0,33.0,65.0,101.0,16.81,0.67
March,1988,25.0,35.0,68.0,117.0,17.79,0.71
April,1988,25.0,35.0,68.0,125.0,19.0,0.71
May,1988,24.0,35.0,67.0,118.0,18.48,0.69
June,1988,24.0,35.0,67.0,110.0,17.23,0.69
July,1988,22.0,32.0,66.5,109.0,17.33,0.69
August,1988,24.0,33.5,66.0,114.93606557377048,18.232168284789644,0.72
September,1988,24.5,34.0,63.0,105.0,18.6,0.72
October,1988,21.0,32.0,63.0,94.0,16.65,0.66
November,1988,24.0,35.0,68.5,123.0,18.43,0.69
December,1988,24.0,35.0,66.0,115.0,18.56,0.69
January,1989,24.0,35.0,70.0,122.0,17.5,0.69
February,1989,24.0,35.0,65.5,117.0,19.17,0.69
March,1989,24.5,36.0,70.0,125.0,17.93,0.68
April,1989,24.0,34.0,67.0,117.0,18.32,0.71
May,1989,23.0,35.0,67.0,114.0,17.85,0.66
June,1989,24.0,34.0,69.0,120.0,17.72,0.71
July,1989,24.0,32.0,65.0,108.0,17.97,0.75
August,1989,24.0,34.0,67.0,110.0,17.23,0.71
September,1989,23.0,34.0,64.5,103.0,17.4,0.68
October,1989,21.0,32.0,64.0,105.0,18.02,0.66
November,1989,23.0,32.0,66.0,112.0,18.08,0.72
December,1989,24.0,35.0,68.0,120.0,18.24,0.69
January,1990,23.0,35.0,67.0,115.0,18.01,0.66
February,1990,22.0,34.0,67.0,105.0,16.44,0.65
March,1990,23.0,34.0,66.0,110.0,17.75,0.68
April,1990,24.0,36.0,69.0,120.0,17.72,0.67
May,1990,24.0,36.0,68.0,125.0,19.0,0.67
June,1990,24.0,35.0,68.5,128.0,19.18,0.69
July,1990,24.0,34.0,64.0,113.0,19.39,0.71
August,1990,24.0,35.0,66.0,113.0,18.24,0.69
September,1990,22.0,33.0,65.5,110.0,18.02,0.67
October,1990,24.0,34.0,66.0,120.0,19.37,0.71
November,1990,24.0,32.0,66.0,112.0,18.08,0.75
December,1990,24.0,34.0,71.0,126.0,17.57,0.71
January,1991,23.0,35.0,67.0,115.0,18.01,0.66
February,1991,23.0,26.0,66.0,110.0,17.75,0.88
March,1991,22.0,32.0,65.0,110.0,18.3,0.69
April,1991,23.0,34.0,68.0,109.0,16.57,0.68
May,1991,24.0,34.0,68.0,120.0,18.24,0.71
June,1991,27.0,38.0,69.0,130.0,19.2,0.71
July,1991,23.0,35.0,66.0,112.0,18.08,0.66
August,1991,22.0,34.0,63.0,105.0,18.6,0.65
September,1991,25.0,36.0,70.0,135.0,19.37,0.69
October,1991,22.0,35.0,66.0,110.0,17.75,0.63
November,1991,23.0,34.0,67.0,108.0,16.91,0.68
December,1991,24.0,36.0,70.0,120.0,17.22,0.67
January,1992,23.0,34.0,65.0,100.0,16.64,0.68
February,1992,25.0,35.0,68.5,123.0,18.43,0.71
March,1992,23.0,34.0,66.0,116.0,18.72,0.68
April,1992,24.0,36.0,67.0,118.0,18.48,0.67
May,1992,26.0,38.0,71.0,140.0,19.52,0.68
June,1992,26.0,35.0,66.0,115.0,18.56,0.74
July,1992,25.0,37.0,68.5,133.0,19.93,0.68
August,1992,24.0,34.0,68.5,123.0,18.43,0.71
September,1992,22.0,34.0,68.5,120.0,17.98,0.65
October,1992,25.0,36.0,66.0,120.0,19.37,0.69
November,1992,23.5,34.0,69.0,115.0,16.98,0.69
December,1992,24.0,35.0,66.0,119.0,19.21,0.69
January,1993,23.0,33.0,67.0,110.0,17.23,0.7
February,1993,24.0,35.0,70.0,120.0,17.22,0.69
March,1993,24.0,34.0,68.0,115.0,17.48,0.71
April,1993,23.0,34.0,66.0,108.0,17.43,0.68
May,1993,24.0,34.0,68.5,118.0,17.68,0.71
June,1993,25.0,36.0,68.0,125.0,19.0,0.69
July,1993,26.0,34.0,67.0,118.0,18.48,0.76
August,1993,22.0,32.0,64.0,100.0,17.16,0.69
September,1993,24.0,34.5,68.5,120.0,17.98,0.7
October,1993,24.0,34.0,67.0,120.0,18.79,0.71
November,1993,21.0,34.0,67.5,110.0,16.97,0.62
December,1993,26.0,36.0,71.0,130.0,18.13,0.72
January,1994,24.0,35.0,69.0,124.0,18.31,0.69
February,1994,24.0,35.0,71.0,126.0,17.57,0.69
March,1994,23.0,36.0,68.0,118.0,17.94,0.64
April,1994,24.0,36.0,70.0,130.0,18.65,0.67
May,1994,23.0,34.0,64.0,105.0,18.02,0.68
June,1994,24.0,35.0,69.0,124.0,18.31,0.69
July,1994,24.0,36.0,71.0,130.0,18.13,0.67
August,1994,23.0,33.0,62.0,95.0,17.37,0.7
September,1994,24.0,35.0,66.0,105.0,16.95,0.69
October,1994,23.0,34.0,69.0,120.0,17.72,0.68
November,1994,25.0,35.0,71.0,135.0,18.83,0.71
December,1994,22.0,34.0,66.0,107.0,17.27,0.65
January,1995,24.0,34.0,66.0,110.0,17.75,0.71
February,1995,21.0,33.5,62.0,103.0,18.84,0.63
March,1995,24.0,36.0,70.0,130.0,18.65,0.67
April,1995,24.0,35.0,70.0,124.0,17.79,0.69
May,1995,23.0,34.0,64.5,112.0,18.93,0.68
June,1995,24.0,33.0,67.0,106.0,16.6,0.73
July,1995,23.0,33.0,67.0,106.0,16.6,0.7
August,1995,24.0,35.0,67.0,123.0,19.26,0.69
September,1995,22.0,34.0,65.0,110.0,18.3,0.65
October,1995,23.0,34.0,68.0,110.0,16.72,0.68
November,1995,24.0,34.0,65.0,112.0,18.64,0.71
December,1995,24.0,34.0,69.0,117.0,17.28,0.71
January,1996,24.0,34.0,68.0,123.0,18.7,0.71
February,1996,24.0,34.0,64.0,107.0,18.36,0.71
March,1996,25.0,34.0,68.0,118.0,17.94,0.74
April,1996,24.0,33.0,66.0,115.0,18.56,0.73
May,1996,22.0,33.0,64.0,98.0,16.82,0.67
June,1996,23.5,34.0,69.0,123.0,18.16,0.69
July,1996,22.0,34.0,64.0,110.0,18.88,0.65
August,1996,24.0,34.0,65.0,103.0,17.14,0.71
September,1996,24.0,34.0,68.0,120.0,18.24,0.71
October,1996,22.0,34.0,66.0,102.0,16.46,0.65
November,1996,25.0,35.0,67.0,118.0,18.48,0.71
December,1996,25.0,37.0,70.0,138.0,19.8,0.68
January,1997,22.0,35.0,68.0,118.0,17.94,0.63
February,1997,24.0,36.0,69.5,125.0,18.19,0.67
March,1997,24.0,34.0,65.0,114.0,18.97,0.71
April,1997,21.5,31.5,63.0,95.0,16.83,0.68
May,1997,25.0,35.0,67.0,120.0,18.79,0.71
June,1997,24.0,34.0,66.0,114.0,18.4,0.71
July,1997,24.0,36.0,67.5,120.0,18.52,0.67
August,1997,24.0,32.0,67.0,125.0,19.58,0.75
September,1997,23.0,35.0,68.0,118.0,17.94,0.66
October,1997,24.0,36.0,69.5,121.0,17.61,0.67
November,1997,24.0,36.0,68.0,123.0,18.7,0.67
December,1997,24.0,34.0,68.0,125.0,19.0,0.71
January,1998,24.0,35.0,68.0,117.0,17.79,0.69
February,1998,25.0,36.0,69.0,125.0,18.46,0.69
March,1998,24.0,35.0,67.0,118.0,18.48,0.69
April,1998,23.0,34.0,67.5,125.0,19.29,0.68
May,1998,24.0,35.0,64.5,107.0,18.08,0.69
June,1998,24.0,34.0,68.0,125.0,19.0,0.71
July,1998,24.0,34.0,68.5,120.0,17.98,0.71
August,1998,23.0,33.5,62.5,95.0,17.1,0.69
September,1998,23.0,32.0,65.0,110.0,18.3,0.72
October,1998,23.0,34.0,65.0,113.0,18.8,0.68
November,1998,25.0,35.0,67.0,115.0,18.01,0.71
December,1998,35.0,34.0,68.0,115.0,17.48,1.03
January,1999,23.0,34.0,65.0,110.0,18.3,0.68
February,1999,24.0,35.0,69.0,120.0,17.72,0.69
March,1999,23.0,34.0,67.0,107.0,16.76,0.68
April,1999,22.5,34.5,71.0,127.0,17.71,0.65
May,1999,21.0,34.0,67.0,120.0,18.79,0.62
June,1999,24.0,34.0,66.0,117.0,18.88,0.71
July,1999,24.0,34.0,68.0,120.0,18.24,0.71
August,1999,28.0,38.0,68.0,140.0,21.28,0.74
September,1999,24.0,33.0,68.0,116.0,17.64,0.73
October,1999,23.0,34.5,65.0,112.0,18.64,0.67
November,1999,24.0,35.0,65.0,113.0,18.8,0.69
December,1999,24.0,35.0,67.5,119.0,18.36,0.69
January,2000,23.0,34.0,67.0,111.0,17.38,0.68
February,2000,23.0,33.0,64.0,105.0,18.02,0.7
March,2000,24.0,32.0,65.0,105.0,17.47,0.75
April,2000,24.0,34.0,67.0,117.0,18.32,0.71
May,2000,24.5,34.0,68.0,115.0,17.48,0.72
June,2000,24.0,36.0,66.0,112.0,18.08,0.67
July,2000,23.0,35.0,69.0,118.0,17.42,0.66
August,2000,23.0,33.0,70.5,125.0,17.68,0.7
September,2000,26.0,33.0,68.5,115.0,17.23,0.79
October,2000,24.0,36.0,65.0,115.0,19.13,0.67
November,2000,24.0,34.0,65.0,107.0,17.8,0.71
December,2000,26.0,36.0,74.0,135.0,17.33,0.72
January,2001,24.5,36.0,69.5,120.0,17.46,0.68
February,2001,21.0,33.0,66.0,100.0,16.14,0.64
March,2001,25.0,35.5,64.0,112.0,19.22,0.7
April,2001,22.0,32.0,64.0,103.0,17.68,0.69
May,2001,25.0,35.0,69.0,125.0,18.46,0.71
June,2001,22.0,32.0,66.0,110.0,17.75,0.69
July,2001,24.0,34.0,66.0,106.0,17.11,0.71
August,2001,22.0,32.0,63.0,105.0,18.6,0.69
September,2001,24.0,35.0,65.0,112.0,18.64,0.69
October,2001,25.0,34.0,63.0,110.0,19.48,0.74
November,2001,24.0,35.0,68.0,120.0,18.24,0.69
December,2001,24.0,34.0,68.0,117.0,17.79,0.71
January,2002,27.0,35.0,64.0,110.0,18.88,0.77
February,2002,23.0,35.0,70.0,125.0,17.93,0.66
March,2002,24.0,34.0,65.0,115.0,19.13,0.71
April,2002,22.0,30.0,64.0,98.0,16.82,0.73
May,2002,24.0,34.0,67.0,122.0,19.11,0.71
June,2002,23.0,33.0,63.0,103.0,18.24,0.7
July,2002,24.0,35.0,69.0,125.0,18.46,0.69
August,2002,24.0,33.0,65.0,108.0,17.97,0.73
September,2002,24.0,36.0,70.0,125.0,17.93,0.67
October,2002,26.0,33.0,66.0,117.0,18.88,0.79
November,2002,25.0,34.0,68.0,130.0,19.76,0.74
December,2002,25.0,35.0,67.0,125.0,19.58,0.71
January,2003,24.0,34.0,65.0,110.0,18.3,0.71
February,2003,24.0,34.0,68.0,120.0,18.24,0.71
March,2003,24.0,35.0,67.0,125.0,19.58,0.69
April,2003,24.0,27.0,68.0,118.0,17.94,0.89
May,2003,24.0,35.0,68.0,115.0,17.48,0.69
June,2003,24.0,34.0,64.0,110.0,18.88,0.71
July,2003,24.0,34.0,67.0,115.0,18.01,0.71
August,2003,25.0,36.0,67.0,125.0,19.58,0.69
September,2003,25.0,35.0,70.0,130.0,18.65,0.71
October,2003,24.0,34.0,68.0,115.0,17.48,0.71
November,2003,24.0,36.0,68.0,126.0,19.16,0.67
December,2003,25.0,36.0,68.0,123.0,18.7,0.69
January,2004,25.0,34.0,62.0,107.0,19.57,0.74
February,2004,24.0,35.0,67.0,120.0,18.79,0.69
March,2004,22.0,34.0,64.0,103.0,17.68,0.65
April,2004,25.0,35.0,69.5,127.0,18.48,0.71
May,2004,24.0,34.0,64.0,110.0,18.88,0.71
June,2004,22.5,34.0,64.0,108.0,18.54,0.66
July,2004,24.0,33.0,67.0,117.0,18.32,0.73
August,2004,25.0,34.0,65.5,110.0,18.02,0.74
September,2004,24.0,34.0,65.0,106.0,17.64,0.71
October,2004,23.0,33.0,65.0,102.0,16.97,0.7
November,2004,25.0,34.0,66.0,118.0,19.04,0.74
December,2004,23.0,35.0,66.0,115.0,18.56,0.66
January,2005,24.0,24.0,65.0,110.0,18.3,1.0
February,2005,28.0,36.0,66.0,127.0,20.5,0.78
March,2005,24.0,36.0,65.0,117.0,19.47,0.67
April,2005,24.0,34.0,63.0,105.0,18.6,0.71
May,2005,23.0,34.0,67.0,112.0,17.54,0.68
June,2005,24.0,34.0,66.0,110.0,17.75,0.71
July,2005,25.0,36.0,69.0,130.0,19.2,0.69
August,2005,24.0,34.0,68.0,115.0,17.48,0.71
September,2005,25.0,36.0,66.0,120.0,19.37,0.69
October,2005,24.0,33.0,68.0,117.0,17.79,0.73
November,2005,23.0,35.0,64.0,110.0,18.88,0.66
December,2005,24.0,34.0,65.0,115.0,19.13,0.71
January,2006,25.0,36.0,66.0,119.0,19.21,0.69
February,2006,24.0,34.0,65.0,110.0,18.3,0.71
March,2006,24.0,36.0,66.0,114.0,18.4,0.67
April,2006,25.0,34.0,68.0,115.0,17.48,0.74
May,2006,24.0,34.0,66.0,117.0,18.88,0.71
June,2006,23.0,34.0,64.0,105.0,18.02,0.68
July,2006,24.0,31.0,63.0,103.0,18.24,0.77
August,2006,23.0,33.0,65.0,107.0,17.8,0.7
September,2006,26.0,36.0,66.0,110.0,17.75,0.72
October,2006,24.0,34.0,69.0,130.0,19.2,0.71
November,2006,23.0,32.0,65.0,110.0,18.3,0.72
December,2006,24.0,34.0,69.0,118.0,17.42,0.71
January,2007,24.0,35.0,69.0,117.0,17.28,0.69
February,2007,24.0,34.0,63.0,115.0,20.37,0.71
March,2007,24.0,34.0,68.0,115.0,17.48,0.71
April,2007,25.0,35.0,66.0,114.0,18.4,0.71
May,2007,23.0,34.0,68.0,115.0,17.48,0.68
June,2007,24.0,35.0,67.0,112.0,17.54,0.69
July,2007,24.0,34.0,67.0,115.0,18.01,0.71
August,2007,24.0,34.0,66.0,109.0,17.59,0.71
September,2007,23.0,33.0,68.0,117.0,17.79,0.7
October,2007,27.0,36.0,64.0,110.0,18.88,0.75
November,2007,27.0,34.0,68.5,120.0,17.98,0.79
December,2007,23.0,35.0,70.0,123.0,17.65,0.66
January,2008,26.0,35.0,69.0,123.0,18.16,0.74
February,2008,24.0,35.0,67.0,115.0,18.01,0.69
March,2008,21.0,35.0,64.0,108.0,18.54,0.6
April,2008,23.43317230273752,34.69870759289176,66.05725806451613,114.93606557377048,18.232168284789644,0.6779159935379645
May,2008,24.0,35.0,67.0,113.0,17.7,0.69
June,2008,25.0,36.0,67.0,120.0,18.79,0.69
July,2008,24.0,34.0,65.0,117.0,19.47,0.71
August,2008,24.0,34.0,62.0,105.0,19.2,0.71
September,2008,25.0,36.0,67.0,115.0,18.01,0.69
October,2008,24.0,34.0,65.0,115.0,19.13,0.71
November,2008,21.0,32.0,66.0,108.0,17.43,0.66
December,2008,25.0,35.0,68.0,115.0,17.48,0.71
January,2009,23.5,36.0,67.0,121.0,18.95,0.65
